Num,UserId,Subject IDs,Subject Name,Time,Duration,Source,Source Details,IP,NodeId,Node,Env_Q1,Env_Q2_item1,Env_Q2_item2,Env_Q2_item3,Env_Q2_item4,Env_Q3,Env_Q4,Env_Q5,Env_Q6,Env_Q7,Env_Q8,Env_Q9,Env_Q10,NodeId,Node,Env_Q1,Env_Q2,Env_Q3,Env_Q4,Env_Q5,
10,	794290486587301890,	796758372669071361,	用户42939,	2024-01-08 16:10:19,57分,WEB,直接访问,111.215.140.190,	796693410034622468,问题反馈,是,-888,图形匹配（图形—文字标签）,-888,-888,A.一周内,A.一切正常,是,-999,A.我没有受到任何干扰,-999,-999,测试个人的专注力和对词汇和图像的敏感性，也就是性格在不同领域的分析	,	796693410789597186,测试环境-1,是,是,是,是,是,
11,	634477074911854592,	796788013265985537,	wanghui,	2024-01-08 18:02:31,51分26秒,WEB,直接访问,220.169.101.4,	796693410034622468,问题反馈,否,-888,-888,-888,从无,G.从无,A.一切正常,是,-999,A.我没有受到任何干扰,-999,-999,测试记忆和反应能力	,	796693410789597186,测试环境-1,是,是,是,是,是,
12,	796080806387916801,	796803560536018945,	用户43089,	2024-01-08 19:06:20,52分45秒,WEB,直接访问,117.61.125.159,	796693410034622468,问题反馈,是,-888,-888,类似的问卷调查,-888,F.一年内,A.一切正常,是,-999,B.我受到他人干扰,舍友在洗澡和语音聊天	,-999,判断注意力与反应速度，专注	,	796693410789597186,测试环境-1,是,是,是,是,是,
13,	792475678095319042,	796818927748648961,	用户42756,	2024-01-08 20:25:48,1小时11分51秒,WEB,直接访问,112.81.163.73,	796693410034622468,问题反馈,否,-888,-888,-888,从无,G.从无,A.一切正常,是,-999,A.我没有受到任何干扰,-999,语音可以吗，有的时候手跟不上脑子	,判断一个人的专注度和果断程度	,	796693410789597186,测试环境-1,是,是,是,是,是,
14,	633748719031812096,	796819771827163137,	xiuyi,	2024-01-08 20:22:38,1小时5分21秒,WEB,直接访问,113.201.37.239,	796693410034622468,问题反馈,否,-888,-888,-888,从无,G.从无,B.测试出现问题（例如报错、闪退、刺激显示不全）,是,有个无需按键的题目我不小心点到了取消不掉，其他都是认真填写	,A.我没有受到任何干扰,-999,取消按键点不掉	,探究人对自己的一个评价是什么	,	796693410789597186,测试环境-1,是,是,是,是,是,
15,	796468599748435970,	796823172178649090,	空蕴,	2024-01-08 20:38:54,1小时8分6秒,WEB,直接访问,171.122.152.230,	796693410034622468,问题反馈,否,-888,-888,-888,从无,G.从无,A.一切正常,是,-999,A.我没有受到任何干扰,-999,-999,测试人的反应能力	,	796693410789597186,测试环境-1,是,是,是,是,是,
16,	789237328983101441,	796824719952449537,	用户41844,	2024-01-08 20:37:57,1小时59秒,WEB,直接访问,117.30.118.39,	796693410034622468,问题反馈,否,-888,-888,-888,从无,G.从无,A.一切正常,是,-999,A.我没有受到任何干扰,-999,-999,测试实验者的反应速度，在极短时间内实验人对选择的判断能力	,	796693410789597186,测试环境-1,是,是,是,是,是,
17,	772056166992973826,	796829148688556033,	易笙,	2024-01-08 21:09:12,1小时14分39秒,WEB,直接访问,223.104.112.147,	796693410034622468,问题反馈,否,-888,-888,-888,从无,G.从无,A.一切正常,是,-999,A.我没有受到任何干扰,-999,可以将答题速度延长一点。	,锻炼人的专注力。	,	796693410789597186,测试环境-1,是,是,是,是,是,
18,	792726336467771393,	796830574970019842,	用户42775,	2024-01-08 21:04:37,1小时4分23秒,WEB,直接访问,61.138.177.3,	796693410034622468,问题反馈,否,-888,-888,-888,从无,G.从无,A.一切正常,是,-999,A.我没有受到任何干扰,-999,-999,对图形和文字不一致和分类的反应速度	,	796693410789597186,测试环境-1,是,是,是,是,是,
19,	755482622574202882,	796837302683967489,	追影,	2024-01-08 21:24:58,58分1秒,WEB,直接访问,27.151.103.109,	796693410034622468,问题反馈,否,-888,-888,-888,从无,G.从无,A.一切正常,是,-999,A.我没有受到任何干扰,-999,这个实验最后选择环节有一项要求不要选择，不知道是不是没有设定好，误选了无法取消	,研究人类的反应速度和疲劳时间	,	796693410789597186,测试环境-1,是,是,是,是,是,
20,	796469824262905858,	796847700716032001,	用户43142,	2024-01-08 22:09:21,1小时1分4秒,WEB,直接访问,183.227.23.233,	796693410034622468,问题反馈,否,-888,-888,-888,从无,G.从无,A.一切正常,是,-999,A.我没有受到任何干扰,-999,-999,锻炼专注力	,	796693410789597186,测试环境-1,是,是,是,是,是,
21,	783652100818341890,	796849859440287746,	用户56756,	2024-01-08 22:27:40,1小时10分49秒,WEB,直接访问,111.25.180.89,	796693410034622468,问题反馈,是,词汇分类（自我—他人；积极—消极）,-888,-888,-888,D.三个月内,A.一切正常,是,-999,A.我没有受到任何干扰,-999,无	,对反应能力的考量和思维快慢的测试。	,	796693410789597186,测试环境-1,是,是,是,是,是,
22,	774978739443601410,	797207337512472578,	鹿易乐,	2024-01-09 21:57:32,1小时11秒,WEB,直接访问,116.162.1.144,	796693410034622468,问题反馈,否,-888,-888,-888,从无,G.从无,A.一切正常,是,-999,A.我没有受到任何干扰,-999,-999,考验专注力敏捷力和分类能力	,	796693410789597186,测试环境-1,是,是,是,是,是,
23,	759010897925771266,	797225710640173058,	朝日,	2024-01-09 23:03:25,53分3秒,WEB,直接访问,42.49.68.49,	796693410034622468,问题反馈,否,-888,-888,-888,从无,G.从无,A.一切正常,是,-999,A.我没有受到任何干扰,-999,-999,对图片记忆能力的考察	,	796693410789597186,测试环境-1,是,是,是,是,是,
